CARNAME,ID,Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power(kW),CO2 emissions(g/km),Emission class,Mileage(km),First registration,Condition,Consumption(l/100km or kWh/100km),Price(EUR),Previous owners,Engine capacity(ccm),Tags
citroen c5-aircross,61184072,Citroen,C5 Aircross,Grey,Grey interior,Part leather interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,165,128,Euro 6,11900,01/05/2021,Used,5.6,31699,0,1598,LED headlights; Keyless entry; Smartphone mirroring; Keyless ignition; Navigation system; El. tailgate; Paddle shifters; Traffic sign recognition; Bluetooth; Automatic A/C
bmw 430,61184085,BMW,430,Grey,Black interior,Alcantara interior,Coupe,2/3 doors,4,Petrol,Automatic,4x2,180,163,No emission class,37220,01/12/2021,Used,6.8,41899,0,1998,Parking assist system self-steering; LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Paddle shifters
alfa-romeo stelvio,61184068,Alfa Romeo,Stelvio,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,154,149,Euro 6,120000,01/02/2019,Used,5.7,31399,0,2143,Bluetooth; Rain sensor; Alloy wheels
seat ateca,61184086,Seat,Ateca,White,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110,138,Euro 6d-TEMP,19000,01/04/2021,Used,5.2,31999,0,1968,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof
citroen c4-picasso,61184081,Citroen,C4 Picasso,Black,Black interior,Cloth interior,MPV,4/5 doors,5,Petrol,Automatic,4x2,121,143,Euro 6,86700,01/02/2018,Used,6.4,18999,0,1598,Automatic multi-zone A/C; El. tailgate; Bluetooth; Rear parking camera; Automatic lights; Rain sensor; Hill-start assist; Parking sensors; Electrically heated side mirrors; Leather steering wheel
lancia ypsilon,61184057,Lancia,Ypsilon,Blue,Other interior color,Other interior material,Hatchback,4/5 doors,4,Hybrid,Manual,4x2,51,0,Euro 6d-TEMP,18818,01/06/2022,Used,4.8,15799,0,999,LED headlights; Leather steering wheel; Alloy wheels
mercedes-benz glc-43-amg,61184052,Mercedes-Benz,GLC 43 AMG,Red,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,287,246,Euro 6d-TEMP,55982,01/10/2020,Used,10.8,65799,2,2996,Heated rear seats; Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control; Burmester audio
peugeot rifter,61184051,Peugeot,Rifter,White,Black interior,Cloth interior,MPV/VAN,4/5 doors,5,Diesel,Automatic,4x2,96,113,Euro 6,154218,01/03/2019,Used,4.3,20549,0,1499,Smart key; Keyless ignition; Voice control; Navigation system; Heated steering wheel; El. tailgate; Paddle shifters; Traffic sign recognition; Bluetooth; Automatic 2-zones air conditioning
mazda cx-30,61184064,Mazda,CX-30,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,126,Euro 6d,0,01/09/2023,New,6.9,31549,0,1998,LED headlights; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Integrated music streaming; Keyless ignition; Voice control; Navigation system
ford focus,61184054,Ford,Focus,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,116,Euro 6d-TEMP,75800,01/05/2019,Used,4.4,21499,2,1995,Ventilated front seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay
mercedes-benz gla-200,61184078,Mercedes-Benz,GLA 200,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,115,134,Euro 6,143000,01/04/2015,Used,5.8,18949,2,1595,Parking assist system self-steering; Electric adjustable front seats; Heated front seats; Navigation system; Paddle shifters; Sport front seats; Bi-xenon headlights; Bluetooth; Automatic 2-zones air conditioning; Light sensor
peugeot 208,61184083,Peugeot,208,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,0,Euro 6,1947,01/03/2022,Used,5.534431978,25899,0,1499,Head-up display; Keyless ignition; Voice control; Navigation system; Traffic sign recognition; Rear parking camera; Adaptive lighting; Automatic A/C; Automatic lights; Rain sensor
toyota corolla,61184069,Toyota,Corolla,Blue,Black interior,Other interior material,Sedans / saloons,4/5 doors,5,Hybrid,Automatic,4x2,90,77,Euro 6,53937,01/05/2021,Used,3.4,22249,0,1798,Bluetooth; USB
seat leon,61184082,Seat,Leon,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,110,117,Euro 6,133750,01/01/2019,Used,5.1,17399,0,1500,LED headlights; Heated front seats; Apple CarPlay; Android auto; Bluetooth; Automatic A/C; Automatic lights; Light sensor; Hill-start assist; Multifunctional steering wheel
toyota yaris,61184080,Toyota,Yaris,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,92,0,Euro 6,45794,01/01/2022,Used,5.5,16949,0,1490,Adaptive cruise control; Apple CarPlay; Android auto; Traffic sign recognition; Bluetooth; Adaptive lighting; Automatic lights; High beam assist; Rain sensor; Light sensor
dacia duster,61184073,Dacia,Duster,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,141,Euro 6,89941,01/09/2021,Used,6.2,18999,1,1332,Rear parking camera; Automatic A/C; Blind spot assist; Hill-start assist; Daytime running lights; Electrically heated side mirrors; USB; Front electric windows; Alloy wheels
ds-automobiles 4,61184077,DS Automobiles,4,Grey,Black interior,Alcantara interior,Hatchback,4/5 doors,5,Hybrid,Automatic,4x2,132,28,Euro 6,10536,01/07/2023,Demonstration car,4.8,48099,0,1599,Laser headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Head-up display; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; El. tailgate
citroen c5-aircross,61184072,Citroen,C5 Aircross,Grey,Grey interior,Part leather interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,165,128,Euro 6,11900,01/05/2021,Used,5.6,31699,0,1598,LED headlights; Keyless entry; Smartphone mirroring; Keyless ignition; Navigation system; El. tailgate; Paddle shifters; Traffic sign recognition; Bluetooth; Automatic A/C
bmw 430,61184085,BMW,430,Grey,Black interior,Alcantara interior,Coupe,2/3 doors,4,Petrol,Automatic,4x2,180,163,No emission class,37220,01/12/2021,Used,6.8,41899,0,1998,Parking assist system self-steering; LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Paddle shifters
alfa-romeo stelvio,61184068,Alfa Romeo,Stelvio,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,154,149,Euro 6,120000,01/02/2019,Used,5.7,31399,0,2143,Bluetooth; Rain sensor; Alloy wheels
seat ateca,61184086,Seat,Ateca,White,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110,138,Euro 6d-TEMP,19000,01/04/2021,Used,5.2,31999,0,1968,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof
citroen c4-picasso,61184081,Citroen,C4 Picasso,Black,Black interior,Cloth interior,MPV,4/5 doors,5,Petrol,Automatic,4x2,121,143,Euro 6,86700,01/02/2018,Used,6.4,18999,0,1598,Automatic multi-zone A/C; El. tailgate; Bluetooth; Rear parking camera; Automatic lights; Rain sensor; Hill-start assist; Parking sensors; Electrically heated side mirrors; Leather steering wheel
lancia ypsilon,61184057,Lancia,Ypsilon,Blue,Other interior color,Other interior material,Hatchback,4/5 doors,4,Hybrid,Manual,4x2,51,0,Euro 6d-TEMP,18818,01/06/2022,Used,4.8,15799,0,999,LED headlights; Leather steering wheel; Alloy wheels
mercedes-benz glc-43-amg,61184052,Mercedes-Benz,GLC 43 AMG,Red,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,287,246,Euro 6d-TEMP,55982,01/10/2020,Used,10.8,65799,2,2996,Heated rear seats; Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control; Burmester audio
peugeot rifter,61184051,Peugeot,Rifter,White,Black interior,Cloth interior,MPV/VAN,4/5 doors,5,Diesel,Automatic,4x2,96,113,Euro 6,154218,01/03/2019,Used,4.3,20549,0,1499,Smart key; Keyless ignition; Voice control; Navigation system; Heated steering wheel; El. tailgate; Paddle shifters; Traffic sign recognition; Bluetooth; Automatic 2-zones air conditioning
mazda cx-30,61184064,Mazda,CX-30,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,126,Euro 6d,0,01/09/2023,New,6.9,31549,0,1998,LED headlights; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Integrated music streaming; Keyless ignition; Voice control; Navigation system
ford focus,61184054,Ford,Focus,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,116,Euro 6d-TEMP,75800,01/05/2019,Used,4.4,21499,2,1995,Ventilated front seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay
mazda cx-5,61184062,Mazda,CX-5,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,121,149,No emission class,53763,01/12/2020,Used,6.8,27249,0,1998,Adaptive cruise control; Heated front seats; Bluetooth; Automatic A/C; High beam assist; Rain sensor; Multifunctional steering wheel; Alloy wheels
volkswagen polo,61184063,Volkswagen,Polo,Grey,Grey interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,55,108,Euro 6,67559,01/07/2018,Used,4.7,14849,0,999,Apple CarPlay; Android auto; Bluetooth; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel; On-board computer; Alarm
mazda cx-30,61184060,Mazda,CX-30,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110,121,Euro 6,10,01/11/2023,Used,6.4,34299,1,1998,Adaptive cruise control; Heated front seats; Head-up display; Keyless ignition; Navigation system; Traffic sign recognition; Rear parking camera; Automatic A/C; Automatic lights; Rain sensor
mercedes-benz a-250,61184022,Mercedes-Benz,A 250,Black,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Hybrid,Automatic,4x2,160,32,Euro 6d,25710,01/11/2020,Used,1.4,31849,1,1332,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition
audi q7,61184035,Audi,Q7,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210,182,Euro 6,47085,01/01/2022,Used,8,74349,2,2967,Heated rear seats; Air suspension; Parking assist system self-steering; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto
seat arona,61184033,Seat,Arona,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,81,109,Euro 6,45960,01/05/2021,Used,4.8,18899,0,999,Voice control; Navigation system; Hill-start assist; Front collision warning system; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel; On-board computer; Start-stop system
fiat punto,61184024,Fiat,Punto,Grey,Grey interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,66,135,Euro 5,148000,01/10/2011,Used,5.9,5399,2,1368,Hill-start assist; Side mirrors with electic adjustment; On-board computer; CD player; AUX; Front electric windows; Alloy wheels
bmw x1,61184039,BMW,X1,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110,0,Euro 6,94428,01/06/2020,Used,4.8,33499,0,1995,Bluetooth; Rain sensor; Start-stop system
ford tourneo-custom,61184038,Ford,Tourneo Custom,Black,Black interior,Cloth interior,MPV/VAN,4/5 doors,5,Diesel,Automatic,4x2,125,183,Euro 6,20,01/12/2023,New,8.9,52049,0,1995,Heated front seats; Apple CarPlay; Android auto; Navigation system; Bi-xenon headlights; Bluetooth; Light sensor; Hill-start assist; Parking sensors; Multifunctional steering wheel
peugeot 308,61184023,Peugeot,308,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,81,107,Euro 6,98500,01/03/2017,Used,4.5,11399,0,1199,Automatic multi-zone A/C; Navigation system; Bluetooth; Automatic lights; Rain sensor; Hill-start assist; Multifunctional steering wheel; Daytime running lights; Electrically heated side mirrors; Automatic parking brake
mercedes-benz gla-200,61184028,Mercedes-Benz,GLA 200,Blue,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,120,136,No emission class,27000,01/10/2022,Used,5.7,41899,0,1332,Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Sport front seats; Bluetooth; Rain sensor; Multifunctional steering wheel; Front electric windows; Alloy wheels
fiat 500x,61184025,Fiat,500X,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,88,133,Euro 6d-TEMP,31280,01/04/2019,Used,5.8,20999,0,999,Traffic sign recognition; Lane assist; Side mirrors with electic adjustment; USB; AUX; Alloy wheels
seat leon,61184034,Seat,Leon,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,110,110,Euro 6,52500,01/05/2018,Used,4.7,19899,2,1395,LED headlights; Heated front seats; Integrated music streaming; Navigation system; Sport front seats; Bluetooth; Automatic 2-zones air conditioning; Sport-suspension system; Light sensor; Hill-start assist
citroen jumpy,61184030,Citroen,Jumpy,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,85,137,Euro 6,101235,01/11/2018,Used,5.2,19549,1,1560,Bluetooth; Rain sensor; Hill-start assist; Electrically foldable side mirrors
audi a3,61184026,Audi,A3,Black,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,110,102,Euro 6d,28300,01/04/2023,Used,4.6,36149,1,1968,Parking assist system self-steering; LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Navigation system; Paddle shifters
mg zs,61184027,MG,ZS,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,78,0,No emission class,11983,01/04/2023,Used,5.534431978,19499,0,1498,Bluetooth; Automatic A/C; High beam assist; Multifunctional steering wheel; Alloy wheels
dacia sandero,61184040,Dacia,Sandero,Orange,Beige interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,67,127,Euro 6,4470,01/07/2023,Used,5.3,18499,1,999,Navigation system; Automatic lights; Autom. dimming side mirros; Daytime running lights; Electrically heated side mirrors; On-board computer; Front electric windows
cupra formentor,61184029,Cupra,Formentor,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,140,157,Euro 6d,0,01/09/2023,New,6.9,35799,0,2000,LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; Voice control
volkswagen up!,61184036,Volkswagen,up!,White,Black interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Automatic,4x2,61,98,Euro 6,16330,01/06/2022,Used,5,18999,1,999,Automatic A/C; Side mirrors with electic adjustment; On-board computer
renault megane,61184032,Renault,Megane,Grey,Beige interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,85,108,Euro 6,50658,01/12/2020,Used,4.7,20049,1,1461,Head-up display; Apple CarPlay; Android auto; Automatic multi-zone A/C; Traffic sign recognition; Rear parking camera; Rain sensor; Lane assist; Hill-start assist; Autom. dimming side mirros
peugeot 3008,61184021,Peugeot,3008,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,121,129,Euro 6,63592,01/12/2017,Used,5.4,22049,0,1598,Bluetooth; USB
lynk-%26-co 01,61184031,Lynk & Co,1,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,192,27,Euro 6d-TEMP,16236,01/03/2022,Used,4.8,34599,0,1477,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; Voice control
mercedes-benz sprinter,61184019,Mercedes-Benz,Sprinter,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,Diesel,Automatic,4x2,120,187,Euro 6,140050,01/12/2019,Used,7.1,34949,1,2143,Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Bluetooth; Rain sensor; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment
cupra formentor,61184029,Cupra,Formentor,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,140,157,Euro 6d,0,01/09/2023,New,6.9,35799,0,2000,LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; Voice control
